GeneID	Length	second.sorted.bam
ENSG00000224387	959	0
ENSG00000229393	1043	0
ENSG00000157881	18061	1944
ENSG00000197921	1519	13
ENSG00000272449	17397	507
ENSG00000238164	7112	1038
ENSG00000157873	9744	16538
ENSG00000225931	3479	198
ENSG00000228037	2974	53
ENSG00000157870	4979	4349
ENSG00000142606	42378	440
ENSG00000237058	4053	34
ENSG00000215912	165742	3961
ENSG00000285945	16643	0
ENSG00000283259	2871	0
ENSG00000233234	843	0
ENSG00000287396	3712	0
ENSG00000231630	567	0
ENSG00000284745	8050	9
ENSG00000169717	1437	3
ENSG00000177133	8823	107
ENSG00000142611	369454	1045
ENSG00000283572	61	0
ENSG00000226286	783	0
ENSG00000279839	2677	0
ENSG00000272235	3461	0
ENSG00000287828	10098	0
ENSG00000286518	6114	0
ENSG00000130762	26449	11855
ENSG00000272088	382	12
ENSG00000162591	123558	16554
ENSG00000207776	96	0
ENSG00000238260	1554	243
ENSG00000158109	5113	1313
ENSG00000116213	21995	2216
ENSG00000078900	83686	876
ENSG00000227589	9835	0
ENSG00000235131	2099	0
ENSG00000227372	11863	4244
ENSG00000276189	161	0
ENSG00000162592	25186	107
ENSG00000235169	3328	94
ENSG00000130764	17940	1960
ENSG00000266075	297	0
ENSG00000272153	531	0
ENSG00000116198	45129	4536
ENSG00000169598	28163	1216
ENSG00000198912	11169	1601
ENSG00000236423	16874	418
ENSG00000233304	14777	8
ENSG00000226374	4478	0
ENSG00000284668	36572	28
ENSG00000284703	6588	8
ENSG00000229280	372	2
ENSG00000235054	12663	25
ENSG00000284694	5245	6
ENSG00000227169	411	0
ENSG00000232596	22536	61
ENSG00000196581	137926	296
ENSG00000287586	4782	0
ENSG00000284739	9345	5
ENSG00000284674	8188	9
ENSG00000231510	4441	5
ENSG00000284616	5467	4
ENSG00000284692	14322	12
ENSG00000284666	1242	0
ENSG00000260972	1697	0
ENSG00000283356	135	0
ENSG00000236948	106587	173
ENSG00000264341	73	0
ENSG00000264101	70	0
ENSG00000131697	129663	3662
ENSG00000069424	110267	2738
ENSG00000116254	78535	113
ENSG00000285629	38328	10
ENSG00000116251	24370	407
ENSG00000226944	941	0
ENSG00000158286	15825	3149
ENSG00000116237	14780	2185
ENSG00000225077	4753	14
ENSG00000173673	1400	0
ENSG00000158292	13746	3625
ENSG00000097021	130123	1600
ENSG00000271746	837	0
ENSG00000069812	12253	389
ENSG00000187017	36592	6066
ENSG00000265392	63	0
ENSG00000231868	3973	0
ENSG00000215788	5410	5375
ENSG00000171680	53970	8085
ENSG00000162408	33167	2555
ENSG00000253022	111	0
ENSG00000229519	715	0
ENSG00000173662	24449	120
ENSG00000204859	9287	7347
ENSG00000162413	23884	6193
ENSG00000116273	10300	1144
ENSG00000041988	10721	1260
ENSG00000007923	67757	5559
ENSG00000228750	5376	12
ENSG00000284744	2085	5
ENSG00000237436	952	9
ENSG00000171735	984253	6573
ENSG00000227950	286	0
ENSG00000237365	5904	0
ENSG00000207056	165	0
ENSG00000237402	1329	0
ENSG00000237728	7268	0
ENSG00000225126	459	0
ENSG00000270171	1721	0
ENSG00000270035	570	0
ENSG00000269978	267	0
ENSG00000049245	10137	1642
ENSG00000269925	393	0
ENSG00000049246	60858	1049
ENSG00000236266	17101	0
ENSG00000049247	10430	19
ENSG00000049249	27295	75
ENSG00000270330	355	0
ENSG00000116288	31215	4119
ENSG00000200344	103	0
ENSG00000284747	14179	181
ENSG00000284716	1748	0
ENSG00000116285	21906	3599
ENSG00000238290	95965	396
ENSG00000232848	1219	0
ENSG00000229305	2947	9
ENSG00000227634	13693	14
ENSG00000200975	164	0
ENSG00000233645	2340	1
ENSG00000251977	107	0
ENSG00000162426	26342	408
ENSG00000252254	113	0
ENSG00000142599	496525	27975
ENSG00000232912	10369	0
ENSG00000221083	125	0
ENSG00000270282	369	0
ENSG00000234619	658	0
ENSG00000224315	703	0
ENSG00000222511	103	0
ENSG00000226545	1032	0
ENSG00000228423	1192	0
ENSG00000229716	369	0
ENSG00000074800	18191	25799
ENSG00000274258	89	0
ENSG00000230679	1060	6
ENSG00000201725	107	1
ENSG00000238249	743	178
ENSG00000232208	352	2
ENSG00000232663	163	0
ENSG00000131686	29226	51
ENSG00000265141	299	0
ENSG00000197241	23046	49
ENSG00000142583	53373	149
ENSG00000252404	184	0
ENSG00000180758	28798	3188
ENSG00000228526	50896	2848
ENSG00000284357	110	0
ENSG00000234546	14281	0
ENSG00000049239	36564	9609
ENSG00000171621	76639	1758
ENSG00000284652	1765	8
ENSG00000284693	15471	128
ENSG00000252956	110	0
ENSG00000235263	2380	2
ENSG00000171612	45709	1414
ENSG00000231181	559	0
ENSG00000188807	25967	2567
ENSG00000171608	77384	1695
ENSG00000179840	1977	0
ENSG00000233268	1799	0
ENSG00000231789	15130	0
ENSG00000171603	95059	10488
ENSG00000271264	419	0
ENSG00000280113	1983	8
ENSG00000178585	62061	4128
ENSG00000223989	1837	0
ENSG00000285701	7421	0
ENSG00000162441	21295	1391
ENSG00000228150	7052	0
ENSG00000173614	42074	1099
ENSG00000202415	319	0
ENSG00000283611	10216	0
ENSG00000265521	78	0
ENSG00000241326	1428	0
ENSG00000162444	18816	115
ENSG00000130939	148408	8761
ENSG00000224340	337	0
ENSG00000233623	978	0
ENSG00000201746	107	0
ENSG00000054523	170799	5333
ENSG00000264881	86	0
ENSG00000199562	107	0
ENSG00000264501	293	0
ENSG00000284735	5245	198
ENSG00000284642	2017	79
ENSG00000142657	21920	3881
ENSG00000271989	797	0
ENSG00000251503	22052	225
ENSG00000175279	12376	0
ENSG00000241563	1968	0
ENSG00000160049	16008	4344
ENSG00000203469	784	0
ENSG00000142655	158471	5680
ENSG00000287727	4231	0
ENSG00000243267	280	0
ENSG00000130940	160047	19163
ENSG00000272078	15093	0
ENSG00000225158	238	0
ENSG00000175262	35567	106
ENSG00000215785	820	19
ENSG00000120948	13396	4
ENSG00000277726	17867	97
ENSG00000009724	20717	62
ENSG00000271895	870	0
ENSG00000116649	5437	4740
ENSG00000171824	33252	4231
ENSG00000226849	4627	0
ENSG00000230337	2426	21
ENSG00000198793	156017	7460
ENSG00000225602	5640	0
ENSG00000253086	103	0
ENSG00000171819	6627	0
ENSG00000207451	107	0
ENSG00000238173	150	0
ENSG00000120942	22844	1592
ENSG00000238199	736	0
ENSG00000284646	7360	17
ENSG00000224338	565	0
ENSG00000204624	58397	259
ENSG00000285833	1214	0
ENSG00000235643	3891	8
ENSG00000284708	19859	24
ENSG00000116661	18768	840
ENSG00000132879	8953	4458
ENSG00000116663	10155	1181
ENSG00000116670	17171	1421
ENSG00000162490	34148	150
ENSG00000177674	18719	6228
ENSG00000215910	27799	42
ENSG00000177553	2543	0
ENSG00000177000	20733	4763
ENSG00000011021	41984	3785
ENSG00000276470	173	0
ENSG00000278852	149	0
ENSG00000175206	2637	14
ENSG00000275915	108	0
ENSG00000120937	1482	3
ENSG00000224904	2637	27
ENSG00000285646	6359	92
ENSG00000199347	120	0
ENSG00000201801	120	0
ENSG00000116685	6838	5948
ENSG00000083444	41334	7645
ENSG00000287384	595	2
ENSG00000116688	33334	7978
ENSG00000270914	93	0
ENSG00000116691	12580	4235
ENSG00000202461	113	0
ENSG00000276869	65	0
ENSG00000243539	275	1
ENSG00000120949	80905	188
ENSG00000201135	104	0
ENSG00000227875	255	0
ENSG00000285604	3824	0
ENSG00000283789	96	0
ENSG00000028137	42238	2145
ENSG00000263676	61	0
ENSG00000225196	316	1
ENSG00000252969	124	0
ENSG00000048707	282018	11202
ENSG00000239149	152	0
ENSG00000229484	697	8
ENSG00000162496	50301	5139
ENSG00000221340	101	0
ENSG00000276830	67	0
ENSG00000272482	345	3
ENSG00000204518	22540	24
ENSG00000226166	112	0
ENSG00000188984	12651	17
ENSG00000157330	17500	37
ENSG00000116726	3066	8
ENSG00000116721	5232	9
ENSG00000228338	474	5
ENSG00000239810	6806	16
ENSG00000231103	3233	5
ENSG00000179172	1344	84
ENSG00000120952	4824	9
ENSG00000243073	6990	15
ENSG00000187545	5375	9
ENSG00000204510	3873	4
ENSG00000207434	107	0
ENSG00000234064	2092	3
ENSG00000232423	9109	12
ENSG00000274178	2792	8
ENSG00000274764	7016	12
ENSG00000277058	1361	7
ENSG00000229571	9208	28
ENSG00000277862	2793	10
ENSG00000236179	1287	5
ENSG00000275774	1367	29
ENSG00000229978	2798	10
ENSG00000233336	480	5
ENSG00000280267	7057	19
ENSG00000179412	1718	20
ENSG00000204505	7010	16
ENSG00000279169	5222	15
ENSG00000279804	3402	14
ENSG00000250894	2790	10
ENSG00000270601	9103	11
ENSG00000231219	2089	4
ENSG00000207511	107	0
ENSG00000182330	4140	6
ENSG00000237700	5369	8
ENSG00000204501	7018	18
ENSG00000228229	480	11
ENSG00000204481	5243	9
ENSG00000204480	2834	16
ENSG00000204479	2998	4
ENSG00000204478	10879	21
ENSG00000162494	39031	58
ENSG00000259961	3051	2
ENSG00000215909	694	2
ENSG00000162493	34493	492
ENSG00000222952	101	1
ENSG00000237445	2600	114
ENSG00000253085	130	0
ENSG00000116731	124882	5288
ENSG00000189337	1225252	23528
ENSG00000252151	103	0
ENSG00000231606	82559	0
ENSG00000234593	81149	0
ENSG00000235829	485	0
ENSG00000287756	3259	0
ENSG00000175147	41804	394
ENSG00000171729	67947	1839
ENSG00000204464	6974	0
ENSG00000215720	1018	0
ENSG00000278480	1177	11
ENSG00000142621	153012	1392
ENSG00000233485	17197	0
ENSG00000236045	1299	0
ENSG00000228140	6455	31
ENSG00000142634	20452	3061
ENSG00000162438	10801	56
ENSG00000142615	15364	60
ENSG00000215704	25487	338
ENSG00000132906	35703	1885
ENSG00000116138	65567	2400
ENSG00000251866	140	0
ENSG00000272510	346	0
ENSG00000116771	13353	0
ENSG00000237301	17491	92
ENSG00000235084	447	295
ENSG00000252417	68	0
ENSG00000236500	225	3
ENSG00000197312	51587	4332
ENSG00000215695	1854	0
ENSG00000271742	256	7
ENSG00000116786	50450	2733
ENSG00000237938	16585	214
ENSG00000162461	5135	509
ENSG00000224459	9846	15
ENSG00000162460	5484	0
ENSG00000162458	29988	11420
ENSG00000224321	490	748
ENSG00000233954	2180	231
ENSG00000178715	438	263
ENSG00000179743	13674	147
ENSG00000065526	104362	9017
ENSG00000270620	211	0
ENSG00000116809	34264	4826
ENSG00000234607	563	0
ENSG00000231353	260	0
ENSG00000275503	236	1
ENSG00000224966	4881	11
ENSG00000183888	4572	1382
ENSG00000233078	512	0
ENSG00000173641	5567	165
ENSG00000186510	15176	267
ENSG00000232456	4852	12
ENSG00000184908	13573	70
ENSG00000185519	15883	39
ENSG00000142627	31733	1586
ENSG00000227959	2119	9
ENSG00000224621	2618	43
ENSG00000142632	14799	4762
ENSG00000234166	504	0
ENSG00000237276	12119	571
ENSG00000288398	2662	2002
ENSG00000132881	5492	581
ENSG00000233929	186	78
ENSG00000037637	105641	6014
ENSG00000055070	45571	261
ENSG00000226457	381	0
ENSG00000187144	50308	110
ENSG00000157191	19358	2708
ENSG00000226029	7534	1064
ENSG00000080947	31822	4264
ENSG00000206652	164	8
ENSG00000261135	1110	8
ENSG00000285853	6755	18
ENSG00000224174	1103	0
ENSG00000233421	2287	8
ENSG00000277344	144	0
ENSG00000225710	3881	15
ENSG00000219481	51244	9701
ENSG00000271732	339	2
ENSG00000215908	38980	9097
ENSG00000283773	343	0
ENSG00000186301	4668	0
ENSG00000282143	10646	144
ENSG00000207513	164	0
ENSG00000280114	7653	723
ENSG00000236698	435	0
ENSG00000268869	32819	322
ENSG00000279151	4049	0
ENSG00000282740	10652	5
ENSG00000058453	232692	14386
ENSG00000227684	10689	0
ENSG00000207389	164	0
ENSG00000186715	15328	0
ENSG00000223643	1873	0
ENSG00000230239	3878	0
ENSG00000263811	73	0
ENSG00000228549	12715	0
ENSG00000277234	144	0
ENSG00000238142	2130	0
ENSG00000235241	508	0
ENSG00000207005	164	0
ENSG00000272426	438	0
ENSG00000117122	6131	2881
ENSG00000286898	1491	0
ENSG00000226526	26166	72
ENSG00000159363	25971	493
ENSG00000117118	35311	4010
ENSG00000117115	52691	1282
ENSG00000204362	7835	2
ENSG00000282843	8502	11
ENSG00000142623	40880	46
ENSG00000142619	35136	90
ENSG00000266634	87	0
ENSG00000159339	55810	82
ENSG00000276747	29504	75
ENSG00000227751	623	0
ENSG00000179051	32918	7106
ENSG00000074964	158177	13712
ENSG00000236648	32354	30
ENSG00000117148	71731	117
ENSG00000284653	29901	68
ENSG00000261781	8756	15
ENSG00000117154	270686	1169
ENSG00000280222	6473	0
ENSG00000230035	12418	0
ENSG00000225387	2686	7
ENSG00000179023	5145	2594
ENSG00000235282	266	0
ENSG00000225478	223	2
ENSG00000009709	118021	217
ENSG00000179002	20084	60
ENSG00000159423	31295	6185
ENSG00000265606	74	0
ENSG00000221662	78	0
ENSG00000169991	52397	5564
ENSG00000272084	3402	22
ENSG00000127481	135757	14412
ENSG00000230424	30204	408
ENSG00000127463	35868	497
ENSG00000053372	8324	2766
ENSG00000286064	1787	409
ENSG00000211454	8213	2172
ENSG00000162482	6198	4938
ENSG00000270728	824	236
ENSG00000053371	8182	3210
ENSG00000200403	107	0
ENSG00000040487	16975	3286
ENSG00000077549	146765	27868
ENSG00000240490	288	0
ENSG00000173436	145419	3714
ENSG00000201609	141	0
ENSG00000235185	5031	0
ENSG00000158747	61478	32076
ENSG00000270136	59861	0
ENSG00000226396	455	0
ENSG00000158748	16092	78
ENSG00000162542	117733	6015
ENSG00000178828	1255	2
ENSG00000235434	5136	7
ENSG00000169914	30551	1027
ENSG00000188784	3609	8
ENSG00000242688	301	0
ENSG00000188257	4986	60
ENSG00000127472	63733	173
ENSG00000117215	7628	42
ENSG00000158786	11059	35
ENSG00000227066	6398	22
ENSG00000187980	16172	171
ENSG00000225986	2245	56
ENSG00000162543	9955	1077
ENSG00000228105	1570	0
ENSG00000284710	2988	5
ENSG00000158816	63976	57
ENSG00000226664	28977	0
ENSG00000236963	70656	153
ENSG00000226487	950	0
ENSG00000284641	2716	5
ENSG00000284743	1619	6
ENSG00000162545	3820	2763
ENSG00000090432	8704	1483
ENSG00000215520	763	0
ENSG00000183114	2448	67
ENSG00000158825	29818	340
ENSG00000158828	18054	689
ENSG00000284005	110	0
ENSG00000117242	9537	29
ENSG00000244038	9778	6918
ENSG00000117245	54004	201
ENSG00000235432	1280	0
ENSG00000189410	13107	39
ENSG00000233069	1073	4
ENSG00000127483	47058	8358
ENSG00000075151	370597	9991
ENSG00000251914	62	0
ENSG00000221808	119	0
ENSG00000233072	385	0
ENSG00000236073	115	0
ENSG00000235112	607	0
ENSG00000287192	1111	16
ENSG00000117298	128326	35635
ENSG00000236936	1170	0
ENSG00000231105	6585	0
ENSG00000236216	376	30
ENSG00000228823	1834	3
ENSG00000236009	1595	5
ENSG00000227001	3343	277
ENSG00000187952	1234	258
ENSG00000186543	3241	19
ENSG00000142794	44878	2749
ENSG00000176378	327	0
ENSG00000162551	69014	1579
ENSG00000233431	4716	5
ENSG00000076864	73149	9191
ENSG00000090686	105309	4374
ENSG00000231978	307	0
ENSG00000187942	12961	195
ENSG00000142798	115067	26256
ENSG00000232037	483	0
ENSG00000283234	6193	35
ENSG00000219073	21621	14
ENSG00000285959	47012	38
ENSG00000273610	297	0
ENSG00000201919	104	0
ENSG00000142789	10886	0
ENSG00000278124	297	0
ENSG00000201273	104	0
ENSG00000228397	2059	0
ENSG00000218510	6666	0
ENSG00000070831	75850	5955
ENSG00000285752	24611	0
ENSG00000285794	222	0
ENSG00000230068	5003	0
ENSG00000271428	488	0
ENSG00000162552	26657	1403
ENSG00000285873	14552	158
ENSG00000266564	62	0
ENSG00000234397	492	49
ENSG00000279625	1853	1
ENSG00000184677	102320	4987
ENSG00000237200	2235	0
ENSG00000070886	40107	202
ENSG00000276835	109	2
ENSG00000173372	3051	532
ENSG00000159189	4478	808
ENSG00000173369	8876	649
ENSG00000133216	210662	998
ENSG00000265422	82	0
ENSG00000225952	1137	0
ENSG00000264014	68	0
ENSG00000215906	12296	26
ENSG00000227868	5019	31
ENSG00000004487	64247	39
ENSG00000240553	67912	17
ENSG00000263793	68	0
ENSG00000266802	77	0
ENSG00000169641	93786	3957
ENSG00000229010	818	0
ENSG00000206935	107	0
ENSG00000252578	101	0
ENSG00000179546	2835	28
ENSG00000215381	460	5
ENSG00000261326	6182	1061
ENSG00000284726	5070	223
ENSG00000125944	40566	3232
ENSG00000125945	10389	1531
ENSG00000249087	2843	373
ENSG00000201405	93	0
ENSG00000271420	650	17
ENSG00000204219	43840	5236
ENSG00000232482	1315	0
ENSG00000088280	56006	6945
ENSG00000007968	24796	358
ENSG00000235052	1777	23
ENSG00000117318	1576	1490
ENSG00000285802	17186	7
ENSG00000197880	59074	132
ENSG00000229239	9966	13
ENSG00000142676	5094	10212
ENSG00000236810	71396	8820
ENSG00000011007	18905	0
ENSG00000057757	9815	1581
ENSG00000011009	4395	8086
ENSG00000117308	5183	2488
ENSG00000117305	36736	3350
ENSG00000179163	23218	959
ENSG00000188822	42848	125
ENSG00000229106	1267	0
ENSG00000232557	775	0
ENSG00000264926	78	0
ENSG00000230228	368	61
ENSG00000189266	6624	2591
ENSG00000188529	16581	4045
ENSG00000215905	639	7
ENSG00000225315	45965	24
ENSG00000142661	56101	181
ENSG00000230703	16792	0
ENSG00000142677	23370	147
ENSG00000185436	33792	929
ENSG00000230023	11454	32
ENSG00000232298	14346	101
ENSG00000158055	45126	726
ENSG00000001460	59936	708
ENSG00000001461	57175	5310
ENSG00000286061	39147	41
ENSG00000117602	38690	415
ENSG00000264443	17223	17
ENSG00000184454	53242	300
ENSG00000227312	348	0
ENSG00000239106	103	0
ENSG00000133226	41566	5718
ENSG00000284699	12703	80
ENSG00000169504	98940	6486
ENSG00000238482	107	0
ENSG00000020633	65611	1303
ENSG00000278034	72	0
ENSG00000229162	1753	0
ENSG00000261025	2443	2
ENSG00000264371	84	0
ENSG00000285823	6269	5
ENSG00000233755	69414	92
ENSG00000233419	402	1
ENSG00000231953	1299	6
ENSG00000117614	10227	633
ENSG00000284602	2190	136
ENSG00000284657	760	43
ENSG00000117616	95965	9899
ENSG00000272432	485	0
ENSG00000261349	1035	0
ENSG00000187010	58053	0
ENSG00000224183	480	0
ENSG00000259984	1037	0
ENSG00000183726	24045	2250
ENSG00000188672	67944	1251
ENSG00000238084	478	0
ENSG00000204178	69352	3469
ENSG00000157978	25281	4173
ENSG00000225643	8879	93
ENSG00000117643	168740	1200
ENSG00000233478	14568	0
ENSG00000162430	18046	1499
ENSG00000255054	12275	0
ENSG00000228172	4049	0
ENSG00000117640	14303	1992
ENSG00000127423	27546	96
ENSG00000272478	222	0
ENSG00000236528	3808	6
ENSG00000182749	10044	1026
ENSG00000207302	110	1
ENSG00000117632	22811	1752
ENSG00000229786	251	0
ENSG00000223624	140	0
ENSG00000283938	93	0
ENSG00000158006	38351	2544
ENSG00000207237	104	0
ENSG00000252190	125	0
ENSG00000252691	84	0
ENSG00000158008	16581	268
ENSG00000158014	8867	32
ENSG00000284309	2435	1
ENSG00000158022	17133	52
ENSG00000175087	14391	371
ENSG00000197245	4884	180
ENSG00000282872	4421	9
ENSG00000236782	2316	39
ENSG00000142684	966	0
ENSG00000142675	12401	11092
ENSG00000188782	12408	52
ENSG00000236155	20100	99
ENSG00000278572	1896	0
ENSG00000130695	44609	2538
ENSG00000270733	358	0
ENSG00000142669	1437	3469
ENSG00000158062	37036	10165
ENSG00000169442	2566	70
ENSG00000176092	38383	171
ENSG00000225854	346	0
ENSG00000176083	12889	155
ENSG00000131914	18912	50
ENSG00000117682	39025	3842
ENSG00000223583	535	0
ENSG00000225891	5259	0
ENSG00000198830	4203	4318
ENSG00000224129	897	2
ENSG00000117676	45270	7401
ENSG00000238705	52	0
ENSG00000243905	304	0
ENSG00000252802	102	0
ENSG00000252429	64	0
ENSG00000229247	238	0
ENSG00000238316	104	0
ENSG00000235069	235	0
ENSG00000260063	2000	15
ENSG00000117713	88869	20601
ENSG00000060642	13606	1517
ENSG00000241188	291	25
ENSG00000287810	177	2
ENSG00000204160	30917	3120
ENSG00000175793	1308	2015
ENSG00000142751	14152	2485
ENSG00000226698	2113	0
ENSG00000198746	9980	971
ENSG00000090273	46634	4593
ENSG00000131910	2487	0
ENSG00000175707	10907	2344
ENSG00000172746	811	220
ENSG00000224064	397	29
ENSG00000225294	444	24
ENSG00000253368	7195	745
ENSG00000158246	7831	3473
ENSG00000090020	68173	9244
ENSG00000229985	527	7
ENSG00000214973	640	42
ENSG00000225159	867	412
ENSG00000225990	220	1
ENSG00000224311	5247	9
ENSG00000142784	74005	13060
ENSG00000252098	104	0
ENSG00000243659	599	35
ENSG00000186501	14256	6141
ENSG00000206888	107	0
ENSG00000241547	468	0
ENSG00000142765	11918	9095
ENSG00000142733	12895	7746
ENSG00000142748	5713	69
ENSG00000174950	4158	542
ENSG00000231207	678	0
ENSG00000181773	3193	32
ENSG00000158195	85938	10252
ENSG00000241169	2385	0
ENSG00000237429	4757	394
ENSG00000126705	70397	7642
ENSG00000000938	23122	618
ENSG00000235912	192	35
ENSG00000233975	2395	1
ENSG00000126709	6135	328
ENSG00000225886	33596	43
ENSG00000206767	107	0
ENSG00000226662	662	0
ENSG00000207095	105	0
ENSG00000287244	935	2
ENSG00000009780	37144	863
ENSG00000231344	349	0
ENSG00000230833	676	0
ENSG00000117758	51225	3292
ENSG00000269971	184	0
ENSG00000270031	359	0
ENSG00000223062	106	0
ENSG00000286433	3398	12
ENSG00000117751	20895	1468
ENSG00000252947	166	0
ENSG00000130775	14143	587
ENSG00000117748	23223	1560
ENSG00000130768	24158	142
ENSG00000227050	21319	17
ENSG00000158156	8121	2024
ENSG00000158161	118294	4399
ENSG00000238231	367	0
ENSG00000240750	297	0
ENSG00000228589	681	379
ENSG00000228943	560	2
ENSG00000214812	873	3
ENSG00000253005	105	0
ENSG00000169403	46771	560
ENSG00000126698	33574	2906
ENSG00000130770	10798	3132
ENSG00000270605	1945	0
ENSG00000271398	425	1
ENSG00000130766	22974	2830
ENSG00000130772	6964	741
ENSG00000204138	130783	8273
ENSG00000206779	101	0
ENSG00000229820	394	0
ENSG00000221216	119	0
ENSG00000180198	33358	6654
ENSG00000242125	4913	0
ENSG00000274266	206	0
ENSG00000200087	204	0
ENSG00000231468	910	0
ENSG00000279443	2083	149
ENSG00000180098	25461	2079
ENSG00000197989	4595	905
ENSG00000221539	74	0
ENSG00000278274	130	0
ENSG00000273544	132	0
ENSG00000280498	135	0
ENSG00000274582	137	0
ENSG00000120656	53763	1293
ENSG00000188060	3244	0
ENSG00000229388	5354	53
ENSG00000274978	134	0
ENSG00000270103	131	0
ENSG00000162419	50622	1723
ENSG00000252777	130	0
ENSG00000198492	33155	4233
ENSG00000116329	59126	1454
ENSG00000233427	6854	35
ENSG00000199756	110	1
ENSG00000159023	232956	5165
ENSG00000225616	331	0
ENSG00000206704	101	0
ENSG00000277958	282	0
ENSG00000253304	4475	392
ENSG00000225750	2501	21
ENSG00000116350	34158	8020
ENSG00000277916	169	0
ENSG00000116353	38286	5375
ENSG00000237934	884	0
ENSG00000060656	90298	7811
ENSG00000230523	20495	56
