GeneID	Length	second.sorted.bam
ENSG00000116288	2397	2914
ENSG00000200344	103	16
ENSG00000284747	4116	168
ENSG00000284716	1043	14
ENSG00000116285	4179	2726
ENSG00000238290	2044	24
ENSG00000232848	800	432
ENSG00000229305	1075	6
ENSG00000227634	1001	0
ENSG00000200975	164	0
ENSG00000233645	477	0
ENSG00000251977	107	0
ENSG00000162426	2888	236
ENSG00000252254	113	3
ENSG00000142599	14112	8035
ENSG00000232912	1178	88
ENSG00000221083	125	21
ENSG00000270282	369	57
ENSG00000234619	658	119
ENSG00000224315	703	113
ENSG00000222511	103	12
ENSG00000226545	415	75
ENSG00000228423	353	121
ENSG00000229716	369	2
ENSG00000074800	5216	24963
ENSG00000274258	89	19
ENSG00000230679	456	5
ENSG00000201725	107	1
ENSG00000238249	743	185
ENSG00000232208	352	2
ENSG00000232663	163	0
ENSG00000131686	2662	6
ENSG00000265141	299	0
ENSG00000197241	1539	4
ENSG00000142583	6632	45
ENSG00000252404	184	0
ENSG00000180758	5304	1424
ENSG00000228526	8702	1181
ENSG00000284357	110	0
ENSG00000234546	2141	185
ENSG00000049239	9322	8272
ENSG00000171621	3389	642
ENSG00000284652	1765	8
ENSG00000284693	2623	71
ENSG00000252956	110	0
ENSG00000235263	708	0
ENSG00000171612	3865	220
ENSG00000231181	559	295
ENSG00000188807	6981	2190
ENSG00000171608	6333	1167
ENSG00000179840	1823	14
ENSG00000233268	421	3
ENSG00000231789	939	30
ENSG00000171603	5241	7675
ENSG00000271264	246	2
ENSG00000280113	1983	9
ENSG00000178585	3339	3240
ENSG00000223989	424	0
ENSG00000285701	762	151
ENSG00000162441	5459	1091
ENSG00000228150	440	9
ENSG00000173614	4610	661
ENSG00000202415	319	13
ENSG00000283611	444	39
ENSG00000265521	78	8
ENSG00000241326	436	0
ENSG00000162444	862	41
ENSG00000130939	9237	2647
ENSG00000224340	337	5
ENSG00000233623	680	41
ENSG00000201746	107	5
ENSG00000054523	17720	2453
ENSG00000264881	86	0
ENSG00000199562	107	15
ENSG00000264501	293	0
ENSG00000284735	2381	106
ENSG00000284642	1477	65
ENSG00000142657	3333	3517
ENSG00000271989	797	0
ENSG00000251503	2244	13
ENSG00000175279	1748	43
ENSG00000241563	914	53
ENSG00000160049	6625	4158
ENSG00000203469	467	0
ENSG00000142655	2932	1719
ENSG00000287727	2876	187
ENSG00000243267	280	93
ENSG00000130940	11336	5449
ENSG00000272078	7923	498
ENSG00000225158	238	0
ENSG00000175262	3573	54
ENSG00000215785	494	18
ENSG00000120948	5317	2853
ENSG00000277726	2205	0
ENSG00000009724	4257	311
ENSG00000271895	870	156
ENSG00000116649	1894	4469
ENSG00000171824	5991	3759
ENSG00000226849	2682	116
ENSG00000230337	536	11
ENSG00000198793	12163	5384
ENSG00000225602	763	15
ENSG00000253086	103	2
ENSG00000171819	2224	80
ENSG00000207451	107	1
ENSG00000238173	150	14
ENSG00000120942	5082	1306
ENSG00000238199	437	3
ENSG00000284646	742	5
ENSG00000224338	565	0
ENSG00000204624	6120	100
ENSG00000285833	1051	0
ENSG00000235643	1351	6
ENSG00000284708	2094	23
ENSG00000116661	3163	799
ENSG00000132879	3527	4462
ENSG00000116663	1735	792
ENSG00000116670	3324	1307
ENSG00000162490	7365	70
ENSG00000177674	2435	4897
ENSG00000215910	6499	17
ENSG00000177553	1868	3
ENSG00000177000	11513	6219
ENSG00000011021	8173	2906
ENSG00000276470	173	0
ENSG00000278852	149	0
ENSG00000175206	1120	94
ENSG00000275915	108	0
ENSG00000120937	708	0
ENSG00000224904	2637	27
ENSG00000285646	3071	54
ENSG00000199347	120	0
ENSG00000201801	120	0
ENSG00000116685	3281	5633
ENSG00000083444	5320	6540
ENSG00000287384	595	2
ENSG00000116688	4973	6712
ENSG00000270914	93	0
ENSG00000116691	2821	3853
ENSG00000202461	113	9
ENSG00000276869	65	2
ENSG00000243539	275	1
ENSG00000120949	3812	62
ENSG00000201135	104	0
ENSG00000227875	255	1
ENSG00000285604	1196	0
ENSG00000283789	96	0
ENSG00000028137	3778	1260
ENSG00000263676	61	1
ENSG00000225196	316	1
ENSG00000252969	124	0
ENSG00000048707	20768	4412
ENSG00000239149	152	66
ENSG00000229484	438	8
ENSG00000162496	3515	2824
ENSG00000221340	101	7
ENSG00000276830	67	20
ENSG00000272482	345	3
ENSG00000204518	1575	4
ENSG00000226166	112	0
ENSG00000188984	4055	4
ENSG00000157330	4133	16
ENSG00000116726	1786	3
ENSG00000116721	2439	9
ENSG00000228338	378	4
ENSG00000239810	1845	8
ENSG00000231103	1417	2
ENSG00000179172	1134	85
ENSG00000120952	1642	3
ENSG00000243073	1840	3
ENSG00000187545	1525	2
ENSG00000204510	1660	2
ENSG00000207434	107	0
ENSG00000234064	1139	3
ENSG00000232423	1784	1
ENSG00000274178	1450	7
ENSG00000274764	1863	7
ENSG00000277058	1148	7
ENSG00000229571	1918	11
ENSG00000277862	1447	5
ENSG00000236179	891	5
ENSG00000275774	1156	29
ENSG00000229978	1452	5
ENSG00000233336	384	6
ENSG00000280267	1863	7
ENSG00000179412	1718	22
ENSG00000204505	1863	8
ENSG00000279169	2442	9
ENSG00000279804	2067	3
ENSG00000250894	1371	7
ENSG00000270601	1720	6
ENSG00000231219	1068	4
ENSG00000207511	107	0
ENSG00000182330	1937	3
ENSG00000237700	1518	4
ENSG00000204501	1865	11
ENSG00000228229	384	11
ENSG00000204481	2443	9
ENSG00000204480	1440	6
ENSG00000204479	1578	0
ENSG00000204478	1597	3
ENSG00000162494	2168	0
ENSG00000259961	477	1
ENSG00000215909	371	1
ENSG00000162493	3707	255
ENSG00000222952	101	1
ENSG00000237445	379	1
ENSG00000253085	130	0
ENSG00000116731	10923	2593
ENSG00000189337	13860	2794
ENSG00000252151	103	1
ENSG00000231606	1549	65
ENSG00000234593	2858	107
ENSG00000235829	326	9
ENSG00000287756	1453	50
ENSG00000175147	11973	314
ENSG00000171729	2238	436
ENSG00000204464	559	42
ENSG00000215720	710	3
ENSG00000278480	966	11
ENSG00000142621	12805	514
ENSG00000233485	3105	2
ENSG00000236045	727	7
ENSG00000228140	5178	31
ENSG00000142634	2534	2739
ENSG00000162438	3483	31
ENSG00000142615	1519	18
ENSG00000215704	1449	48
ENSG00000132906	5269	1185
ENSG00000116138	8563	1530
ENSG00000251866	140	6
ENSG00000272510	346	12
ENSG00000116771	3095	76
ENSG00000237301	2845	37
ENSG00000235084	447	295
ENSG00000252417	68	0
ENSG00000236500	225	3
ENSG00000197312	12178	3133
ENSG00000215695	1854	0
ENSG00000271742	256	7
ENSG00000116786	4134	8214
ENSG00000237938	1533	391
ENSG00000162461	3338	639
ENSG00000224459	639	6
ENSG00000162460	1443	8
ENSG00000162458	4351	9264
ENSG00000224321	490	748
ENSG00000233954	2180	233
ENSG00000178715	438	263
ENSG00000179743	2473	147
ENSG00000065526	14336	7892
ENSG00000270620	211	8
ENSG00000116809	4240	4100
ENSG00000234607	563	7
ENSG00000231353	260	0
ENSG00000275503	236	1
ENSG00000224966	962	4
ENSG00000183888	3039	1364
ENSG00000233078	466	0
ENSG00000173641	3910	168
ENSG00000186510	3476	203
ENSG00000232456	704	6
ENSG00000184908	2939	46
ENSG00000185519	1720	17
ENSG00000142627	4141	1302
ENSG00000227959	904	11
ENSG00000224621	544	27
ENSG00000142632	3788	3692
ENSG00000234166	439	0
ENSG00000237276	1990	261
ENSG00000288398	2662	2017
ENSG00000132881	1574	553
ENSG00000233929	186	78
ENSG00000037637	9009	2975
ENSG00000055070	4742	4336
ENSG00000226457	381	28
ENSG00000187144	4506	21
ENSG00000157191	5510	2010
ENSG00000226029	3245	457
ENSG00000080947	6905	1964
ENSG00000206652	164	8
ENSG00000261135	1110	10
ENSG00000285853	1558	5
ENSG00000224174	327	0
ENSG00000233421	2068	8
ENSG00000277344	144	0
ENSG00000225710	882	14
ENSG00000219481	12212	6527
ENSG00000271732	339	2
ENSG00000215908	5606	4498
ENSG00000283773	166	0
ENSG00000186301	2291	3375
ENSG00000282143	817	8
ENSG00000207513	164	6
ENSG00000280114	1351	13
ENSG00000236698	435	126
ENSG00000268869	4903	78
ENSG00000279151	406	2
ENSG00000282740	819	7
ENSG00000058453	8875	9389
ENSG00000227684	762	19
ENSG00000207389	164	4
ENSG00000186715	5298	2237
ENSG00000223643	837	5
ENSG00000230239	882	2
ENSG00000263811	73	0
ENSG00000228549	3293	9
ENSG00000277234	144	0
ENSG00000238142	2130	25
ENSG00000235241	508	0
ENSG00000207005	164	4
ENSG00000272426	438	3
ENSG00000117122	2712	3431
ENSG00000286898	385	3
ENSG00000226526	636	23
ENSG00000159363	5253	19211
ENSG00000117118	2324	1760
ENSG00000117115	6000	497
ENSG00000204362	4676	2
ENSG00000282843	1228	0
ENSG00000142623	4903	10
ENSG00000142619	3189	33
ENSG00000266634	87	0
ENSG00000159339	2971	13
ENSG00000276747	2396	8
ENSG00000227751	311	0
ENSG00000179051	4079	5973
ENSG00000074964	7954	7303
ENSG00000236648	1328	1
ENSG00000117148	1844	6
ENSG00000284653	2013	0
ENSG00000261781	2471	3
ENSG00000117154	3033	146
ENSG00000280222	6473	35
ENSG00000230035	430	3
ENSG00000225387	491	2
ENSG00000179023	5145	2597
ENSG00000235282	266	0
ENSG00000225478	223	2
ENSG00000009709	6473	6
ENSG00000179002	2542	9
ENSG00000159423	3632	5031
ENSG00000265606	74	0
ENSG00000221662	78	1
ENSG00000169991	6179	937
ENSG00000272084	3402	134
ENSG00000127481	24661	12934
ENSG00000230424	507	20
ENSG00000127463	9602	3264
ENSG00000053372	2556	2028
ENSG00000286064	339	204
ENSG00000211454	2768	1759
ENSG00000162482	1215	4466
ENSG00000270728	525	226
ENSG00000053371	1781	2720
ENSG00000200403	107	19
ENSG00000040487	2686	2819
ENSG00000077549	19094	14054
ENSG00000240490	288	36
ENSG00000173436	5480	756
ENSG00000201609	141	5
ENSG00000235185	207	2
ENSG00000158747	3448	32363
ENSG00000270136	1276	3
ENSG00000226396	455	597
ENSG00000158748	3800	44
ENSG00000162542	4054	2143
ENSG00000178828	1255	5
ENSG00000235434	447	0
ENSG00000169914	6885	852
ENSG00000188784	785	0
ENSG00000242688	301	0
ENSG00000188257	1685	53
ENSG00000127472	3342	37
ENSG00000117215	2681	36
ENSG00000158786	6438	28
ENSG00000227066	2930	9
ENSG00000187980	3298	44
ENSG00000225986	510	41
ENSG00000162543	5562	997
ENSG00000228105	646	0
ENSG00000284710	1639	2
ENSG00000158816	6377	22
ENSG00000226664	229	2
ENSG00000236963	4303	19
ENSG00000226487	376	2
ENSG00000284641	1340	1
ENSG00000284743	674	5
ENSG00000162545	2605	2579
ENSG00000090432	2428	1432
ENSG00000215520	763	0
ENSG00000183114	2448	67
ENSG00000158825	820	158
ENSG00000158828	4833	823
ENSG00000284005	110	0
ENSG00000117242	4443	436
ENSG00000244038	2721	6405
ENSG00000117245	4470	69
ENSG00000235432	479	2
ENSG00000189410	4487	23
ENSG00000233069	299	0
ENSG00000127483	9815	7224
ENSG00000075151	9596	2857
ENSG00000251914	62	2
ENSG00000221808	119	5
ENSG00000233072	385	88
ENSG00000236073	115	4
ENSG00000235112	296	20
ENSG00000287192	1111	16
ENSG00000117298	7308	25439
ENSG00000236936	723	132
ENSG00000231105	2579	163
ENSG00000236216	376	30
ENSG00000228823	649	2
ENSG00000236009	761	3
ENSG00000227001	661	207
ENSG00000187952	1234	259
ENSG00000186543	830	9
ENSG00000142794	6812	1503
ENSG00000176378	327	0
ENSG00000162551	2980	993
ENSG00000233431	821	1
ENSG00000076864	5755	7333
ENSG00000090686	9497	2355
ENSG00000231978	307	6
ENSG00000187942	4494	240
ENSG00000142798	18118	22255
ENSG00000232037	483	187
ENSG00000283234	1162	6
ENSG00000219073	1540	14
ENSG00000285959	1611	0
ENSG00000273610	297	0
ENSG00000201919	104	0
ENSG00000142789	1226	9
ENSG00000278124	297	0
ENSG00000201273	104	0
ENSG00000228397	1588	2
ENSG00000218510	3764	231
ENSG00000070831	16278	5287
ENSG00000285752	2574	109
ENSG00000285794	222	0
ENSG00000230068	692	12
ENSG00000271428	488	9
ENSG00000162552	4650	665
ENSG00000285873	811	54
ENSG00000266564	62	0
ENSG00000234397	492	52
ENSG00000279625	1853	1
ENSG00000184677	9169	4358
ENSG00000237200	273	12
ENSG00000070886	5434	107
ENSG00000276835	109	2
ENSG00000173372	1220	519
ENSG00000159189	1332	777
ENSG00000173369	1492	614
ENSG00000133216	12516	220
ENSG00000265422	82	0
ENSG00000225952	480	1
ENSG00000264014	68	1
ENSG00000215906	1641	6
ENSG00000227868	660	8
ENSG00000004487	5440	3416
ENSG00000240553	666	1
ENSG00000263793	68	0
ENSG00000266802	77	2
ENSG00000169641	9658	2889
ENSG00000229010	818	213
ENSG00000206935	107	3
ENSG00000252578	101	5
ENSG00000179546	2835	28
ENSG00000215381	460	5
ENSG00000261326	6182	1064
ENSG00000284726	604	39
ENSG00000125944	8676	2501
ENSG00000125945	4786	1483
ENSG00000249087	2674	422
ENSG00000201405	93	0
ENSG00000271420	650	18
ENSG00000204219	3675	2552
ENSG00000232482	426	32
ENSG00000088280	4988	4567
ENSG00000007968	5462	282
ENSG00000235052	456	13
ENSG00000117318	1496	1491
ENSG00000285802	1322	6
ENSG00000197880	2142	8
ENSG00000229239	1186	1
ENSG00000142676	2659	9981
ENSG00000236810	3086	526
ENSG00000011007	5391	2265
ENSG00000057757	2173	1202
ENSG00000011009	2021	7822
ENSG00000117308	3955	2412
ENSG00000117305	5628	2213
ENSG00000179163	2047	681
ENSG00000188822	5265	30
ENSG00000229106	1267	39
ENSG00000232557	210	0
ENSG00000264926	78	0
ENSG00000230228	368	61
ENSG00000189266	2763	2547
ENSG00000188529	11860	3851
ENSG00000215905	328	0
ENSG00000225315	454	9
ENSG00000142661	9214	212
ENSG00000230703	461	1
ENSG00000142677	2817	104
ENSG00000185436	4940	366
ENSG00000230023	1849	8
ENSG00000232298	856	11
ENSG00000158055	3905	378
ENSG00000001460	8511	585
ENSG00000001461	9396	2876
ENSG00000286061	762	27
ENSG00000117602	7138	1037
ENSG00000264443	1445	0
ENSG00000184454	4146	24
ENSG00000227312	348	2
ENSG00000239106	103	0
ENSG00000133226	7922	4998
ENSG00000284699	886	6
ENSG00000169504	4467	1213
ENSG00000238482	107	5
ENSG00000020633	4523	678
ENSG00000278034	72	3
ENSG00000229162	820	11
ENSG00000261025	2443	2
ENSG00000264371	84	0
ENSG00000285823	1431	0
ENSG00000233755	863	1
ENSG00000233419	402	1
ENSG00000231953	988	5
ENSG00000117614	3773	574
ENSG00000284602	2190	138
ENSG00000284657	760	44
ENSG00000117616	6730	4192
ENSG00000272432	485	41
ENSG00000261349	459	111
ENSG00000187010	3313	585
ENSG00000224183	480	163
ENSG00000259984	459	9
ENSG00000183726	3010	1800
ENSG00000188672	2433	151
ENSG00000238084	478	159
ENSG00000204178	3979	1475
ENSG00000157978	5371	3086
ENSG00000225643	483	12
ENSG00000117643	9026	378
ENSG00000233478	2224	26
ENSG00000162430	4421	7154
ENSG00000255054	792	0
ENSG00000228172	2793	71
ENSG00000117640	5797	4418
ENSG00000127423	2408	35
ENSG00000272478	222	0
ENSG00000236528	849	0
ENSG00000182749	3297	1069
ENSG00000207302	110	1
ENSG00000117632	6247	1612
ENSG00000229786	251	1
ENSG00000223624	140	2
ENSG00000283938	93	1
ENSG00000158006	3795	1853
ENSG00000207237	104	4
ENSG00000252190	125	0
ENSG00000252691	84	0
ENSG00000158008	4542	218
ENSG00000158014	3483	27
ENSG00000284309	941	0
ENSG00000158022	2573	25
ENSG00000175087	4560	259
ENSG00000197245	2799	154
ENSG00000282872	761	3
ENSG00000236782	2073	42
ENSG00000142684	732	0
ENSG00000142675	3960	10069
ENSG00000188782	2030	23
ENSG00000236155	3191	36
ENSG00000278572	899	77
ENSG00000130695	5145	1973
ENSG00000270733	358	24
ENSG00000142669	876	3454
ENSG00000158062	4704	9338
ENSG00000169442	934	71
ENSG00000176092	6895	100
ENSG00000225854	346	0
ENSG00000176083	2379	123
ENSG00000131914	3975	21
ENSG00000117682	5608	2307
ENSG00000223583	535	109
ENSG00000225891	1261	138
ENSG00000198830	3189	4336
ENSG00000224129	897	2
ENSG00000117676	5884	5008
ENSG00000238705	52	1
ENSG00000243905	304	0
ENSG00000252802	102	0
ENSG00000252429	64	0
ENSG00000229247	238	0
ENSG00000238316	104	0
ENSG00000235069	235	0
ENSG00000260063	2000	20
ENSG00000117713	15939	14081
ENSG00000060642	5872	1283
ENSG00000241188	291	25
ENSG00000287810	177	2
ENSG00000204160	5460	2496
ENSG00000175793	1308	2031
ENSG00000142751	4966	2669
ENSG00000226698	306	0
ENSG00000198746	2226	895
ENSG00000090273	2848	3608
ENSG00000131910	1165	9
ENSG00000175707	1855	2075
ENSG00000172746	497	217
ENSG00000224064	397	29
ENSG00000225294	444	24
ENSG00000253368	1979	253
ENSG00000158246	2382	3284
ENSG00000090020	6195	6996
ENSG00000229985	527	7
ENSG00000214973	640	42
ENSG00000225159	867	413
ENSG00000225990	220	2
ENSG00000224311	379	3
ENSG00000142784	5911	10872
ENSG00000252098	104	3
ENSG00000243659	282	32
ENSG00000186501	4476	5522
ENSG00000206888	107	15
ENSG00000241547	468	629
ENSG00000142765	5584	7983
ENSG00000142733	5746	7430
ENSG00000142748	2167	55
ENSG00000174950	1994	350
ENSG00000231207	355	0
ENSG00000181773	2137	28
ENSG00000158195	5681	8748
ENSG00000241169	428	29
ENSG00000237429	283	22
ENSG00000126705	8297	4759
ENSG00000000938	3382	468
ENSG00000235912	192	38
ENSG00000233975	441	1
ENSG00000126709	842	298
ENSG00000225886	1651	5
ENSG00000206767	107	0
ENSG00000226662	662	0
ENSG00000207095	105	0
ENSG00000287244	935	2
ENSG00000009780	4034	476
ENSG00000231344	349	16
ENSG00000230833	676	26
ENSG00000117758	3801	1177
ENSG00000269971	184	10
ENSG00000270031	359	31
ENSG00000223062	106	0
ENSG00000286433	1471	5
ENSG00000117751	2815	1059
ENSG00000252947	166	10
ENSG00000130775	4621	450
ENSG00000117748	1981	1145
ENSG00000130768	2663	1230
ENSG00000227050	491	9
ENSG00000158156	2229	1525
ENSG00000158161	6424	1820
ENSG00000238231	367	84
ENSG00000240750	297	25
ENSG00000228589	681	380
ENSG00000228943	235	0
ENSG00000214812	557	3
ENSG00000253005	105	0
ENSG00000169403	4208	307
ENSG00000126698	2892	2032
ENSG00000130770	2225	2668
ENSG00000270605	1945	425
ENSG00000271398	425	1
ENSG00000130766	3462	2031
ENSG00000130772	2017	728
ENSG00000204138	7317	4289
ENSG00000206779	101	7
ENSG00000229820	394	33
ENSG00000221216	119	22
ENSG00000180198	3888	4650
ENSG00000242125	4088	3030
ENSG00000274266	206	0
ENSG00000200087	204	117
ENSG00000231468	611	62
ENSG00000279443	2083	157
ENSG00000180098	4311	1104
ENSG00000197989	4266	843
ENSG00000221539	74	40
ENSG00000278274	130	0
ENSG00000273544	132	0
ENSG00000280498	135	0
ENSG00000274582	137	0
ENSG00000120656	2337	377
ENSG00000188060	2200	184
ENSG00000229388	978	13
ENSG00000274978	134	0
ENSG00000270103	131	0
ENSG00000162419	6459	1021
ENSG00000252777	130	6
ENSG00000198492	3729	3486
ENSG00000116329	9345	922
ENSG00000233427	1085	12
ENSG00000199756	110	1
ENSG00000159023	19993	2328
ENSG00000225616	331	33
ENSG00000206704	101	0
ENSG00000277958	282	6
ENSG00000253304	2606	315
ENSG00000225750	279	5
ENSG00000116350	8806	4946
ENSG00000277916	169	0
ENSG00000116353	4138	2274
ENSG00000237934	573	101
ENSG00000060656	6682	6380
ENSG00000230523	2148	7
ENSG00000225011	349	6
ENSG00000228176	498	0
ENSG00000284676	1953	2
ENSG00000270927	493	0
ENSG00000233399	1519	10
ENSG00000233372	551	0
ENSG00000231251	93	0
ENSG00000236335	507	2
ENSG00000231949	481	2
ENSG00000162510	4604	57
ENSG00000186056	4024	291
